geoRegion,date,pop,inzCategoryNormalized,type,geoRegion_type,version,geoVersion
GBAE01,2021-05-05,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-06,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-07,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-08,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-09,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-10,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-11,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-12,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-13,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-14,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-15,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-16,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-17,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-18,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-19,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-20,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-21,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-22,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-23,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-24,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-25,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-26,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-27,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-28,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-29,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-30,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-05-31,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-01,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-02,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-03,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-04,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-05,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-06,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-07,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-08,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-09,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-10,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-11,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-12,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-13,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-14,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-15,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-16,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-17,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-18,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-19,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-20,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-21,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-22,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-23,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-24,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-25,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-26,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-27,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-28,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-29,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-06-30,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-01,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-02,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-03,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-04,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-05,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-06,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-07,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-08,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-09,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-10,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-11,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-12,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-13,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-14,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-15,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-16,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-17,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-18,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-19,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-20,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-21,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-22,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-23,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-24,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-25,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-26,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-27,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-28,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-29,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-30,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-07-31,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-01,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-02,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-03,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-04,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-05,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-06,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-07,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-08,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-09,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-10,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-11,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-12,598471,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-13,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-14,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-15,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-16,598471,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-17,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-18,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-19,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-20,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-21,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-22,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-23,598471,480-959,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-24,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-25,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-26,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-27,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-28,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-29,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-30,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-08-31,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-01,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-02,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-03,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-04,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-05,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-06,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-07,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-08,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-09,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-10,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-11,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-12,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-13,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-14,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-15,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-16,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-17,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-18,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-19,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-20,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-21,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-22,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-23,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-24,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-25,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-26,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-27,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-28,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-29,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-09-30,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-01,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-02,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-03,598471,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-04,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-05,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-06,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-07,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-08,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-09,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-10,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-11,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-12,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-13,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-14,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-15,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-16,598471,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-17,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-18,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-19,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-20,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-21,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-22,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-23,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-24,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-25,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-26,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-27,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-28,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-29,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-30,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-10-31,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-11-01,598471,240-479,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE01,2021-11-02,598471,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-02-24,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-02-25,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-02-26,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-02-27,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-02-28,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-02-29,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-01,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-02,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-03,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-04,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-05,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-06,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-07,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-08,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-09,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-10,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-11,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-12,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-13,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-14,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-15,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-16,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-17,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-18,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-19,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-20,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-21,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-22,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-23,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-24,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-25,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-26,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-27,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-28,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-29,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-30,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-03-31,600862,120-239,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-01,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-02,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-03,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-04,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-05,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-06,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-07,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-08,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-09,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-10,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-11,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-12,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-13,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-14,600862,60-119,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-15,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-16,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-17,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-18,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-19,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-20,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-21,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-22,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-23,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-24,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-25,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-26,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-27,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-28,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-29,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-04-30,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-01,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-02,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-03,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-04,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-05,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-06,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-07,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-08,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-09,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-10,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-11,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-12,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-13,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
GBAE08,2020-05-14,600862,0-59,COVID19Cases,GBAE,2021-11-03_07-53-32,2021-01-01
