geoRegion,period_start_date,period_end_date,pop,inzCategoryNormalized,type,geoRegion_type,version,geoVersion
BZRK0504,2021-01-25,2021-02-07,13531,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-02-08,2021-02-21,13531,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-02-22,2021-03-07,13531,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-03-08,2021-03-21,13531,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-03-22,2021-04-04,13531,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-04-05,2021-04-18,13531,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-04-19,2021-05-02,13531,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-05-03,2021-05-16,13531,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-05-17,2021-05-30,13531,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-05-31,2021-06-13,13531,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-06-14,2021-06-27,13531,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-06-28,2021-07-11,13531,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-07-12,2021-07-25,13531,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-07-26,2021-08-08,13531,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-08-09,2021-08-22,13531,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-08-23,2021-09-05,13531,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-09-06,2021-09-19,13531,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-09-20,2021-10-03,13531,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-10-04,2021-10-17,13531,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0504,2021-10-18,2021-10-31,13531,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-02-24,2020-03-08,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-03-09,2020-03-22,44558,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-03-23,2020-04-05,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-04-06,2020-04-19,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-04-20,2020-05-03,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-05-04,2020-05-17,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-05-18,2020-05-31,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-06-01,2020-06-14,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-06-15,2020-06-28,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-06-29,2020-07-12,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-07-13,2020-07-26,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-07-27,2020-08-09,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-08-10,2020-08-23,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-08-24,2020-09-06,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-09-07,2020-09-20,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-09-21,2020-10-04,44558,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-10-05,2020-10-18,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-10-19,2020-11-01,44558,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-11-02,2020-11-15,44558,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-11-16,2020-11-29,44558,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-11-30,2020-12-13,44558,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-12-14,2020-12-27,44558,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2020-12-28,2021-01-10,44558,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-01-11,2021-01-24,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-01-25,2021-02-07,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-02-08,2021-02-21,44558,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-02-22,2021-03-07,44558,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-03-08,2021-03-21,44558,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-03-22,2021-04-04,44558,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-04-05,2021-04-18,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-04-19,2021-05-02,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-05-03,2021-05-16,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-05-17,2021-05-30,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-05-31,2021-06-13,44558,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-06-14,2021-06-27,44558,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-06-28,2021-07-11,44558,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-07-12,2021-07-25,44558,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-07-26,2021-08-08,44558,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-08-09,2021-08-22,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-08-23,2021-09-05,44558,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-09-06,2021-09-19,44558,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-09-20,2021-10-03,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-10-04,2021-10-17,44558,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0505,2021-10-18,2021-10-31,44558,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-02-24,2020-03-08,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-03-09,2020-03-22,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-03-23,2020-04-05,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-04-06,2020-04-19,56125,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-04-20,2020-05-03,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-05-04,2020-05-17,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-05-18,2020-05-31,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-06-01,2020-06-14,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-06-15,2020-06-28,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-06-29,2020-07-12,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-07-13,2020-07-26,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-07-27,2020-08-09,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-08-10,2020-08-23,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-08-24,2020-09-06,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-09-07,2020-09-20,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-09-21,2020-10-04,56125,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-10-05,2020-10-18,56125,960-1919,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-10-19,2020-11-01,56125,960-1919,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-11-02,2020-11-15,56125,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-11-16,2020-11-29,56125,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-11-30,2020-12-13,56125,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-12-14,2020-12-27,56125,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2020-12-28,2021-01-10,56125,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-01-11,2021-01-24,56125,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-01-25,2021-02-07,56125,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-02-08,2021-02-21,56125,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-02-22,2021-03-07,56125,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-03-08,2021-03-21,56125,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-03-22,2021-04-04,56125,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-04-05,2021-04-18,56125,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-04-19,2021-05-02,56125,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-05-03,2021-05-16,56125,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-05-17,2021-05-30,56125,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-05-31,2021-06-13,56125,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-06-14,2021-06-27,56125,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-06-28,2021-07-11,56125,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-07-12,2021-07-25,56125,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-07-26,2021-08-08,56125,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-08-09,2021-08-22,56125,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-08-23,2021-09-05,56125,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-09-06,2021-09-19,56125,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-09-20,2021-10-03,56125,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-10-04,2021-10-17,56125,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0506,2021-10-18,2021-10-31,56125,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-02-24,2020-03-08,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-03-09,2020-03-22,38108,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-03-23,2020-04-05,38108,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-04-06,2020-04-19,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-04-20,2020-05-03,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-05-04,2020-05-17,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-05-18,2020-05-31,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-06-01,2020-06-14,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-06-15,2020-06-28,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-06-29,2020-07-12,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-07-13,2020-07-26,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-07-27,2020-08-09,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-08-10,2020-08-23,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-08-24,2020-09-06,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-09-07,2020-09-20,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-09-21,2020-10-04,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-10-05,2020-10-18,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-10-19,2020-11-01,38108,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-11-02,2020-11-15,38108,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-11-16,2020-11-29,38108,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-11-30,2020-12-13,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-12-14,2020-12-27,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2020-12-28,2021-01-10,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-01-11,2021-01-24,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-01-25,2021-02-07,38108,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-02-08,2021-02-21,38108,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-02-22,2021-03-07,38108,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-03-08,2021-03-21,38108,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-03-22,2021-04-04,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-04-05,2021-04-18,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-04-19,2021-05-02,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-05-03,2021-05-16,38108,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-05-17,2021-05-30,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-05-31,2021-06-13,38108,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-06-14,2021-06-27,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-06-28,2021-07-11,38108,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-07-12,2021-07-25,38108,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-07-26,2021-08-08,38108,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-08-09,2021-08-22,38108,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-08-23,2021-09-05,38108,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-09-06,2021-09-19,38108,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-09-20,2021-10-03,38108,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-10-04,2021-10-17,38108,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0600,2021-10-18,2021-10-31,38108,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-02-24,2020-03-08,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-03-09,2020-03-22,43520,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-03-23,2020-04-05,43520,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-04-06,2020-04-19,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-04-20,2020-05-03,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-05-04,2020-05-17,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-05-18,2020-05-31,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-06-01,2020-06-14,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-06-15,2020-06-28,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-06-29,2020-07-12,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-07-13,2020-07-26,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-07-27,2020-08-09,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-08-10,2020-08-23,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-08-24,2020-09-06,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-09-07,2020-09-20,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-09-21,2020-10-04,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-10-05,2020-10-18,43520,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-10-19,2020-11-01,43520,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-11-02,2020-11-15,43520,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-11-16,2020-11-29,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-11-30,2020-12-13,43520,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-12-14,2020-12-27,43520,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2020-12-28,2021-01-10,43520,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-01-11,2021-01-24,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-01-25,2021-02-07,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-02-08,2021-02-21,43520,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-02-22,2021-03-07,43520,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-03-08,2021-03-21,43520,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-03-22,2021-04-04,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-04-05,2021-04-18,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-04-19,2021-05-02,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-05-03,2021-05-16,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-05-17,2021-05-30,43520,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-05-31,2021-06-13,43520,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-06-14,2021-06-27,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-06-28,2021-07-11,43520,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-07-12,2021-07-25,43520,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-07-26,2021-08-08,43520,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-08-09,2021-08-22,43520,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-08-23,2021-09-05,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-09-06,2021-09-19,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-09-20,2021-10-03,43520,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-10-04,2021-10-17,43520,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0700,2021-10-18,2021-10-31,43520,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-02-24,2020-03-08,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-03-09,2020-03-22,40851,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-03-23,2020-04-05,40851,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-04-06,2020-04-19,40851,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-04-20,2020-05-03,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-05-04,2020-05-17,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-05-18,2020-05-31,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-06-01,2020-06-14,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-06-15,2020-06-28,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-06-29,2020-07-12,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-07-13,2020-07-26,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-07-27,2020-08-09,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-08-10,2020-08-23,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-08-24,2020-09-06,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-09-07,2020-09-20,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-09-21,2020-10-04,40851,0-59,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-10-05,2020-10-18,40851,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-10-19,2020-11-01,40851,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-11-02,2020-11-15,40851,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-11-16,2020-11-29,40851,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-11-30,2020-12-13,40851,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-12-14,2020-12-27,40851,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2020-12-28,2021-01-10,40851,480-959,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2021-01-11,2021-01-24,40851,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2021-01-25,2021-02-07,40851,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2021-02-08,2021-02-21,40851,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2021-02-22,2021-03-07,40851,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2021-03-08,2021-03-21,40851,60-119,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2021-03-22,2021-04-04,40851,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2021-04-05,2021-04-18,40851,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2021-04-19,2021-05-02,40851,240-479,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
BZRK0800,2021-05-03,2021-05-16,40851,120-239,COVID19Cases,BZRK,2021-11-03_07-53-32,2021-01-01
