geoRegion,date,sumTotal,pop,per100PersonsTotal,type,version
FL,2021-10-03,56308,39055,144.18,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-04,56308,39055,144.18,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-05,56308,39055,144.18,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-06,56308,39055,144.18,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-07,56308,39055,144.18,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-08,56308,39055,144.18,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-09,56308,39055,144.18,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-10,56978,39055,145.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-11,56978,39055,145.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-12,56978,39055,145.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-13,56978,39055,145.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-14,56978,39055,145.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-15,56978,39055,145.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-16,56978,39055,145.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-17,60195,39055,154.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-18,60195,39055,154.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-19,60195,39055,154.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-20,60195,39055,154.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-21,60195,39055,154.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-22,60195,39055,154.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-23,60195,39055,154.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-24,60634,39055,155.25,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-25,60634,39055,155.25,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-26,60634,39055,155.25,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-27,60634,39055,155.25,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-28,60634,39055,155.25,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-29,60634,39055,155.25,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-30,60634,39055,155.25,COVID19VaccDosesContingent,2021-10-31_00-00-00
FL,2021-10-31,60634,39055,155.25,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-22,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-23,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-24,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-25,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-26,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-27,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-28,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-29,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-30,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2020-12-31,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-01,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-02,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-03,3664,325496,1.13,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-04,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-05,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-06,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-07,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-08,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-09,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-10,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-11,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-12,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-13,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-14,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-15,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-16,7711,325496,2.37,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-17,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-18,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-19,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-20,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-21,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-22,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-23,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-24,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-25,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-26,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-27,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-28,16513,325496,5.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-29,17653,325496,5.42,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-30,17653,325496,5.42,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-01-31,17653,325496,5.42,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-01,17653,325496,5.42,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-02,17653,325496,5.42,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-03,26293,325496,8.08,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-04,26293,325496,8.08,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-05,26293,325496,8.08,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-06,26293,325496,8.08,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-07,26293,325496,8.08,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-08,26293,325496,8.08,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-09,26293,325496,8.08,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-10,26814,325496,8.24,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-11,26814,325496,8.24,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-12,26814,325496,8.24,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-13,26814,325496,8.24,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-14,26814,325496,8.24,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-15,26814,325496,8.24,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-16,26814,325496,8.24,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-17,29421,325496,9.04,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-18,29421,325496,9.04,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-19,29421,325496,9.04,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-20,29421,325496,9.04,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-21,29421,325496,9.04,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-22,29421,325496,9.04,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-23,29421,325496,9.04,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-24,32484,325496,9.98,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-25,32484,325496,9.98,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-26,32484,325496,9.98,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-27,32484,325496,9.98,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-02-28,38780,325496,11.91,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-01,38780,325496,11.91,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-02,38780,325496,11.91,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-03,43569,325496,13.39,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-04,43569,325496,13.39,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-05,43569,325496,13.39,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-06,43569,325496,13.39,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-07,43569,325496,13.39,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-08,43569,325496,13.39,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-09,43569,325496,13.39,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-10,45361,325496,13.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-11,45361,325496,13.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-12,45361,325496,13.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-13,45361,325496,13.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-14,45361,325496,13.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-15,45361,325496,13.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-16,45361,325496,13.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-17,46274,325496,14.22,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-18,46274,325496,14.22,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-19,46274,325496,14.22,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-20,46274,325496,14.22,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-21,58100,325496,17.85,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-22,58100,325496,17.85,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-23,58100,325496,17.85,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-24,60642,325496,18.63,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-25,60642,325496,18.63,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-26,60642,325496,18.63,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-27,60642,325496,18.63,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-28,60642,325496,18.63,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-29,60642,325496,18.63,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-30,60642,325496,18.63,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-03-31,74437,325496,22.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-01,74437,325496,22.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-02,74437,325496,22.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-03,74437,325496,22.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-04,74437,325496,22.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-05,74437,325496,22.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-06,74437,325496,22.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-07,79715,325496,24.49,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-08,79715,325496,24.49,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-09,79715,325496,24.49,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-10,79715,325496,24.49,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-11,79715,325496,24.49,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-12,79715,325496,24.49,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-13,79715,325496,24.49,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-14,84994,325496,26.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-15,84994,325496,26.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-16,84994,325496,26.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-17,84994,325496,26.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-18,84994,325496,26.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-19,84994,325496,26.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-20,84994,325496,26.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-21,102054,325496,31.35,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-22,102054,325496,31.35,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-23,102054,325496,31.35,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-24,102054,325496,31.35,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-25,102054,325496,31.35,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-26,102054,325496,31.35,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-27,102054,325496,31.35,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-28,108169,325496,33.23,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-29,108169,325496,33.23,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-04-30,108169,325496,33.23,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-01,108169,325496,33.23,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-02,127402,325496,39.14,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-03,127402,325496,39.14,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-04,127402,325496,39.14,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-05,131980,325496,40.55,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-06,131980,325496,40.55,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-07,131980,325496,40.55,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-08,131980,325496,40.55,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-09,131980,325496,40.55,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-10,131980,325496,40.55,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-11,131980,325496,40.55,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-12,136557,325496,41.95,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-13,136557,325496,41.95,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-14,136557,325496,41.95,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-15,136557,325496,41.95,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-16,165650,325496,50.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-17,165650,325496,50.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-18,165650,325496,50.89,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-19,170227,325496,52.3,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-20,170227,325496,52.3,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-21,170227,325496,52.3,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-22,170227,325496,52.3,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-23,170227,325496,52.3,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-24,170227,325496,52.3,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-25,170227,325496,52.3,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-26,174842,325496,53.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-27,174842,325496,53.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-28,174842,325496,53.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-29,174842,325496,53.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-30,214035,325496,65.76,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-05-31,214035,325496,65.76,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-01,214035,325496,65.76,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-02,217675,325496,66.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-03,217675,325496,66.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-04,217675,325496,66.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-05,217675,325496,66.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-06,217675,325496,66.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-07,217675,325496,66.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-08,217675,325496,66.87,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-09,221352,325496,68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-10,221352,325496,68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-11,221352,325496,68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-12,221352,325496,68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-13,240658,325496,73.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-14,240658,325496,73.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-15,240658,325496,73.94,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-16,244335,325496,75.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-17,244335,325496,75.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-18,244335,325496,75.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-19,244335,325496,75.07,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-20,264146,325496,81.15,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-21,264146,325496,81.15,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-22,264146,325496,81.15,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-23,267823,325496,82.28,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-24,267823,325496,82.28,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-25,267823,325496,82.28,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-26,267823,325496,82.28,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-27,294815,325496,90.57,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-28,294815,325496,90.57,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-29,294815,325496,90.57,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-06-30,324502,325496,99.69,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-01,324502,325496,99.69,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-02,324502,325496,99.69,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-03,324502,325496,99.69,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-04,324150,325496,99.59,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-05,324150,325496,99.59,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-06,324150,325496,99.59,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-07,335640,325496,103.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-08,335640,325496,103.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-09,335640,325496,103.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-10,335640,325496,103.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-11,335640,325496,103.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-12,335640,325496,103.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-13,335640,325496,103.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-14,337104,325496,103.57,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-15,337104,325496,103.57,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-16,337104,325496,103.57,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-17,337104,325496,103.57,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-18,346741,325496,106.53,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-19,346741,325496,106.53,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-20,346741,325496,106.53,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-21,350118,325496,107.56,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-22,350118,325496,107.56,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-23,350118,325496,107.56,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-24,350118,325496,107.56,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-25,350118,325496,107.56,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-26,350118,325496,107.56,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-27,350118,325496,107.56,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-28,364633,325496,112.02,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-29,364633,325496,112.02,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-30,364633,325496,112.02,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-07-31,364633,325496,112.02,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-01,373424,325496,114.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-02,373424,325496,114.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-03,373424,325496,114.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-04,373424,325496,114.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-05,373424,325496,114.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-06,373424,325496,114.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-07,373424,325496,114.72,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-08,377964,325496,116.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-09,377964,325496,116.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-10,377964,325496,116.12,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-11,381191,325496,117.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-12,381191,325496,117.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-13,381191,325496,117.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-14,381191,325496,117.11,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-15,390650,325496,120.02,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-16,390650,325496,120.02,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-17,390650,325496,120.02,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-18,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-19,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-20,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-21,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-22,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-23,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-24,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-25,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-26,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-27,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-28,394176,325496,121.1,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-29,407392,325496,125.16,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-30,407392,325496,125.16,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-08-31,407392,325496,125.16,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-01,407392,325496,125.16,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-02,407392,325496,125.16,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-03,407392,325496,125.16,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-04,407392,325496,125.16,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-05,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-06,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-07,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-08,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-09,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-10,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-11,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-12,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-13,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-14,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
FR,2021-09-15,412345,325496,126.68,COVID19VaccDosesContingent,2021-10-31_00-00-00
