geoRegion,date,pop,sumTotal,per100PersonsTotal,type,version
BE,2021-03-16,1043132,161075,15.44,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-17,1043132,170825,16.38,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-18,1043132,170825,16.38,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-19,1043132,170825,16.38,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-20,1043132,170825,16.38,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-21,1043132,170825,16.38,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-22,1043132,170825,16.38,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-23,1043132,170825,16.38,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-24,1043132,198025,18.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-25,1043132,198025,18.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-26,1043132,198025,18.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-27,1043132,198025,18.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-28,1043132,207775,19.92,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-29,1043132,207775,19.92,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-30,1043132,207775,19.92,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-03-31,1043132,207775,19.92,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-01,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-02,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-03,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-04,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-05,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-06,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-07,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-08,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-09,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-10,1043132,237525,22.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-11,1043132,275875,26.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-12,1043132,275875,26.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-13,1043132,275875,26.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-14,1043132,287575,27.57,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-15,1043132,287575,27.57,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-16,1043132,287575,27.57,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-17,1043132,287575,27.57,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-18,1043132,303175,29.06,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-19,1043132,303175,29.06,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-20,1043132,303175,29.06,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-21,1043132,323175,30.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-22,1043132,323175,30.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-23,1043132,323175,30.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-24,1043132,323175,30.98,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-25,1043132,342675,32.85,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-26,1043132,342675,32.85,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-27,1043132,342675,32.85,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-28,1043132,382425,36.66,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-29,1043132,382425,36.66,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-04-30,1043132,382425,36.66,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-01,1043132,382425,36.66,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-02,1043132,398025,38.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-03,1043132,398025,38.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-04,1043132,398025,38.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-05,1043132,414625,39.75,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-06,1043132,414625,39.75,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-07,1043132,414625,39.75,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-08,1043132,414625,39.75,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-09,1043132,468025,44.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-10,1043132,468025,44.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-11,1043132,468025,44.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-12,1043132,495525,47.5,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-13,1043132,495525,47.5,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-14,1043132,495525,47.5,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-15,1043132,495525,47.5,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-16,1043132,495525,47.5,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-17,1043132,495525,47.5,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-18,1043132,495525,47.5,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-19,1043132,559175,53.61,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-20,1043132,559175,53.61,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-21,1043132,559175,53.61,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-22,1043132,559175,53.61,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-23,1043132,609725,58.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-24,1043132,609725,58.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-25,1043132,609725,58.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-26,1043132,609725,58.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-27,1043132,609725,58.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-28,1043132,609725,58.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-29,1043132,609725,58.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-30,1043132,623375,59.76,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-05-31,1043132,623375,59.76,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-01,1043132,623375,59.76,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-02,1043132,684100,65.58,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-03,1043132,684100,65.58,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-04,1043132,684100,65.58,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-05,1043132,684100,65.58,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-06,1043132,684100,65.58,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-07,1043132,684100,65.58,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-08,1043132,684100,65.58,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-09,1043132,763000,73.15,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-10,1043132,763000,73.15,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-11,1043132,763000,73.15,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-12,1043132,763000,73.15,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-13,1043132,763000,73.15,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-14,1043132,763000,73.15,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-15,1043132,763000,73.15,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-16,1043132,831425,79.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-17,1043132,831425,79.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-18,1043132,831425,79.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-19,1043132,831425,79.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-20,1043132,831425,79.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-21,1043132,831425,79.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-22,1043132,831425,79.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-23,1043132,900250,86.3,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-24,1043132,900250,86.3,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-25,1043132,900250,86.3,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-26,1043132,900250,86.3,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-27,1043132,900250,86.3,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-28,1043132,900250,86.3,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-29,1043132,900250,86.3,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-06-30,1043132,960975,92.12,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-01,1043132,960975,92.12,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-02,1043132,960975,92.12,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-03,1043132,960975,92.12,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-04,1043132,960975,92.12,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-05,1043132,960975,92.12,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-06,1043132,960975,92.12,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-07,1043132,1000975,95.96,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-08,1043132,1000975,95.96,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-09,1043132,1000975,95.96,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-10,1043132,1000975,95.96,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-11,1043132,1005850,96.43,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-12,1043132,1005850,96.43,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-13,1043132,1005850,96.43,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-14,1043132,1005850,96.43,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-15,1043132,1005850,96.43,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-16,1043132,1005850,96.43,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-17,1043132,1005850,96.43,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-18,1043132,1009750,96.8,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-19,1043132,1009750,96.8,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-20,1043132,1009750,96.8,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-21,1043132,1059750,101.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-22,1043132,1059750,101.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-23,1043132,1059750,101.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-24,1043132,1059750,101.59,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-25,1043132,1070475,102.62,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-26,1043132,1070475,102.62,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-27,1043132,1070475,102.62,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-28,1043132,1070475,102.62,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-29,1043132,1070475,102.62,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-30,1043132,1070475,102.62,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-07-31,1043132,1070475,102.62,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-01,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-02,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-03,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-04,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-05,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-06,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-07,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-08,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-09,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-10,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-11,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-12,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-13,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-14,1043132,1078275,103.37,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-15,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-16,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-17,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-18,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-19,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-20,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-21,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-22,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-23,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-24,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-25,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-26,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-27,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-28,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-29,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-30,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-08-31,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-01,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-02,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-03,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-04,1043132,1092900,104.77,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-05,1043132,1107525,106.17,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-06,1043132,1107525,106.17,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-07,1043132,1107525,106.17,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-08,1043132,1107525,106.17,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-09,1043132,1107525,106.17,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-10,1043132,1107525,106.17,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-11,1043132,1107525,106.17,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-12,1043132,1120200,107.39,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-13,1043132,1120200,107.39,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-14,1043132,1120200,107.39,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-15,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-16,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-17,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-18,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-19,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-20,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-21,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-22,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-23,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-24,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-25,1043132,1170200,112.18,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-26,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-27,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-28,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-29,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-09-30,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-01,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-02,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-03,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-04,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-05,1043132,1204325,115.45,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-06,1043132,1209325,115.93,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-07,1043132,1209325,115.93,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-08,1043132,1209325,115.93,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-09,1043132,1209325,115.93,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-10,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-11,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-12,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-13,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-14,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-15,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-16,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-17,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-18,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-19,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-20,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-21,1043132,1219075,116.87,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-22,1043132,1224075,117.35,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-23,1043132,1224075,117.35,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-24,1043132,1224075,117.35,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-25,1043132,1224075,117.35,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-26,1043132,1224075,117.35,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-27,1043132,1224075,117.35,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-28,1043132,1224075,117.35,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BE,2021-10-29,1043132,1248450,119.68,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-01-24,290969,20175,6.93,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-01-25,290969,20175,6.93,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-01-26,290969,20175,6.93,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-01-27,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-01-28,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-01-29,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-01-30,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-01-31,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-01,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-02,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-03,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-04,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-05,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-06,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-07,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-08,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-09,290969,21150,7.27,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-10,290969,31125,10.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-11,290969,31125,10.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-12,290969,31125,10.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-13,290969,31125,10.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-14,290969,31125,10.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-15,290969,31125,10.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-16,290969,31125,10.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-17,290969,34050,11.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-18,290969,34050,11.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-19,290969,34050,11.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-20,290969,34050,11.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-21,290969,34050,11.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-22,290969,34050,11.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-23,290969,34050,11.7,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-24,290969,37950,13.04,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-25,290969,37950,13.04,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-26,290969,37950,13.04,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-27,290969,37950,13.04,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-02-28,290969,37950,13.04,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-01,290969,37950,13.04,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-02,290969,37950,13.04,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-03,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-04,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-05,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-06,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-07,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-08,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-09,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-10,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-11,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-12,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-13,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-14,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-15,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-16,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-17,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-18,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
BL,2021-03-19,290969,49925,17.16,COVID19VaccDosesDelivered,2021-10-29_16-00-00
