date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202053,NW,male,28,sex,22298,80,0.13,0.36,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.35,35
202101,NW,male,119,sex,22298,199,0.53,0.89,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.316,31.6
202102,NW,male,644,sex,22298,843,2.89,3.78,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.509,50.9
202103,NW,male,159,sex,22298,1002,0.71,4.49,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.51,51
202104,NW,male,300,sex,22298,1302,1.35,5.84,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.475,47.5
202105,NW,male,40,sex,22298,1342,0.18,6.02,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.396,39.6
202106,NW,male,3,sex,22298,1345,0.01,6.03,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.429,42.9
202107,NW,male,6,sex,22298,1351,0.03,6.06,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.105,10.5
202108,NW,male,30,sex,22298,1381,0.13,6.19,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.291,29.099999999999998
202109,NW,male,110,sex,22298,1491,0.49,6.69,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.385,38.5
202110,NW,male,94,sex,22298,1585,0.42,7.11,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.284,28.4
202111,NW,male,160,sex,22298,1745,0.72,7.83,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.462,46.2
202112,NW,male,340,sex,22298,2085,1.52,9.35,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.487,48.699999999999996
202113,NW,male,302,sex,22298,2387,1.35,10.7,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.479,47.9
202114,NW,male,246,sex,22298,2633,1.1,11.81,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.518,51.800000000000004
202115,NW,male,584,sex,22298,3217,2.62,14.43,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.504,50.4
202116,NW,male,377,sex,22298,3594,1.69,16.12,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.483,48.3
202117,NW,male,582,sex,22298,4176,2.61,18.73,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.475,47.5
202118,NW,male,831,sex,22298,5007,3.73,22.45,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.517,51.7
202119,NW,male,765,sex,22298,5772,3.43,25.89,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.543,54.300000000000004
202120,NW,male,832,sex,22298,6604,3.73,29.62,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202121,NW,male,943,sex,22298,7547,4.23,33.85,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.541,54.1
202122,NW,male,576,sex,22298,8123,2.58,36.43,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.5,50
202123,NW,male,777,sex,22298,8900,3.48,39.91,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.552,55.2
202124,NW,male,469,sex,22298,9369,2.1,42.02,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.544,54.400000000000006
202125,NW,male,477,sex,22298,9846,2.14,44.16,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.542,54.2
202126,NW,male,702,sex,22298,10548,3.15,47.3,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.57,56.99999999999999
202127,NW,male,490,sex,22298,11038,2.2,49.5,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.554,55.400000000000006
202128,NW,male,274,sex,22298,11312,1.23,50.73,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.557,55.7
202129,NW,male,158,sex,22298,11470,0.71,51.44,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.554,55.400000000000006
202130,NW,male,197,sex,22298,11667,0.88,52.32,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.546,54.6
202131,NW,male,103,sex,22298,11770,0.46,52.79,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.545,54.50000000000001
202132,NW,male,95,sex,22298,11865,0.43,53.21,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.47,47
202133,NW,male,163,sex,22298,12028,0.73,53.94,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.521,52.1
202134,NW,male,370,sex,22298,12398,1.66,55.6,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.501,50.1
202135,NW,male,296,sex,22298,12694,1.33,56.93,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.51,51
202136,NW,male,404,sex,22298,13098,1.81,58.74,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202137,NW,male,456,sex,22298,13554,2.05,60.79,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.555,55.50000000000001
202138,NW,male,283,sex,22298,13837,1.27,62.05,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.535,53.5
202139,NW,male,179,sex,22298,14016,0.8,62.86,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.5,50
202140,NW,male,136,sex,22298,14152,0.61,63.47,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.604,60.4
202141,NW,male,117,sex,22298,14269,0.52,63.99,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.547,54.7
202142,NW,male,86,sex,22298,14355,0.39,64.38,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.551,55.1
202143,NW,male,87,sex,22298,14442,0.39,64.77,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.506,50.6
202052,NW,female,47,sex,21222,47,0.22,0.22,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.475,47.5
202053,NW,female,52,sex,21222,99,0.25,0.47,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.65,65
202101,NW,female,258,sex,21222,357,1.22,1.68,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.684,68.4
202102,NW,female,622,sex,21222,979,2.93,4.61,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.491,49.1
202103,NW,female,153,sex,21222,1132,0.72,5.33,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.49,49
202104,NW,female,331,sex,21222,1463,1.56,6.89,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.525,52.5
202105,NW,female,61,sex,21222,1524,0.29,7.18,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.604,60.4
202106,NW,female,4,sex,21222,1528,0.02,7.2,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.571,57.099999999999994
202107,NW,female,51,sex,21222,1579,0.24,7.44,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.895,89.5
202108,NW,female,73,sex,21222,1652,0.34,7.78,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.709,70.89999999999999
202109,NW,female,176,sex,21222,1828,0.83,8.61,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.615,61.5
202110,NW,female,237,sex,21222,2065,1.12,9.73,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.716,71.6
202111,NW,female,186,sex,21222,2251,0.88,10.61,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.538,53.800000000000004
202112,NW,female,358,sex,21222,2609,1.69,12.29,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.513,51.300000000000004
202113,NW,female,328,sex,21222,2937,1.55,13.84,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.521,52.1
202114,NW,female,229,sex,21222,3166,1.08,14.92,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.482,48.199999999999996
202115,NW,female,574,sex,21222,3740,2.7,17.62,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.496,49.6
202116,NW,female,403,sex,21222,4143,1.9,19.52,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.517,51.7
202117,NW,female,644,sex,21222,4787,3.03,22.56,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.525,52.5
202118,NW,female,775,sex,21222,5562,3.65,26.21,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.483,48.3
202119,NW,female,644,sex,21222,6206,3.03,29.24,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.457,45.7
202120,NW,female,758,sex,21222,6964,3.57,32.82,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.477,47.699999999999996
202121,NW,female,801,sex,21222,7765,3.77,36.59,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.459,45.9
202122,NW,female,577,sex,21222,8342,2.72,39.31,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.5,50
202123,NW,female,630,sex,21222,8972,2.97,42.28,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.448,44.800000000000004
202124,NW,female,393,sex,21222,9365,1.85,44.13,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.456,45.6
202125,NW,female,403,sex,21222,9768,1.9,46.03,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.458,45.800000000000004
202126,NW,female,529,sex,21222,10297,2.49,48.52,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.43,43
202127,NW,female,395,sex,21222,10692,1.86,50.38,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.446,44.6
202128,NW,female,218,sex,21222,10910,1.03,51.41,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.443,44.3
202129,NW,female,127,sex,21222,11037,0.6,52.01,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.446,44.6
202130,NW,female,164,sex,21222,11201,0.77,52.78,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.454,45.4
202131,NW,female,86,sex,21222,11287,0.41,53.19,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.455,45.5
202132,NW,female,107,sex,21222,11394,0.5,53.69,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.53,53
202133,NW,female,150,sex,21222,11544,0.71,54.4,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.479,47.9
202134,NW,female,368,sex,21222,11912,1.73,56.13,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.499,49.9
202135,NW,female,284,sex,21222,12196,1.34,57.47,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.49,49
202136,NW,female,369,sex,21222,12565,1.74,59.21,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.477,47.699999999999996
202137,NW,female,365,sex,21222,12930,1.72,60.93,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.444,44.4
202138,NW,female,246,sex,21222,13176,1.16,62.09,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.465,46.5
202139,NW,female,179,sex,21222,13355,0.84,62.93,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.5,50
202140,NW,female,89,sex,21222,13444,0.42,63.35,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.396,39.6
202141,NW,female,97,sex,21222,13541,0.46,63.81,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.453,45.300000000000004
202142,NW,female,70,sex,21222,13611,0.33,64.14,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.449,44.9
202143,NW,female,85,sex,21222,13696,0.4,64.54,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.494,49.4
202052,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202053,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202101,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202102,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202103,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202104,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202105,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202106,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202107,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202108,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202109,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202110,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202111,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202112,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202113,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202114,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202115,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202116,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202117,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202118,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202119,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202120,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202121,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202122,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202123,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202124,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202125,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202126,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202127,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202128,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202129,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202130,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202131,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202132,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202133,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202134,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202135,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202136,NW,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202137,NW,unknown,1,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.001,0.1
202138,NW,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202139,NW,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202140,NW,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202141,NW,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202142,NW,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202143,NW,unknown,0,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202052,OW,male,0,sex,19268,0,0,0,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,NA,NA
202053,OW,male,0,sex,19268,0,0,0,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0,0
202101,OW,male,171,sex,19268,171,0.89,0.89,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.353,35.3
202102,OW,male,225,sex,19268,396,1.17,2.06,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.485,48.5
202103,OW,male,308,sex,19268,704,1.6,3.65,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.494,49.4
202104,OW,male,204,sex,19268,908,1.06,4.71,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.466,46.6
202105,OW,male,55,sex,19268,963,0.29,5,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.509,50.9
202106,OW,male,12,sex,19268,975,0.06,5.06,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.462,46.2
202107,OW,male,33,sex,19268,1008,0.17,5.23,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.347,34.699999999999996
202108,OW,male,24,sex,19268,1032,0.12,5.36,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.24,24
202109,OW,male,245,sex,19268,1277,1.27,6.63,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.457,45.7
202110,OW,male,237,sex,19268,1514,1.23,7.86,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.484,48.4
202111,OW,male,297,sex,19268,1811,1.54,9.4,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.504,50.4
202112,OW,male,195,sex,19268,2006,1.01,10.41,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.441,44.1
202113,OW,male,209,sex,19268,2215,1.08,11.5,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.415,41.5
202114,OW,male,159,sex,19268,2374,0.83,12.32,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.489,48.9
202115,OW,male,253,sex,19268,2627,1.31,13.63,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.595,59.5
202116,OW,male,330,sex,19268,2957,1.71,15.35,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.497,49.7
202117,OW,male,432,sex,19268,3389,2.24,17.59,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.477,47.699999999999996
202118,OW,male,831,sex,19268,4220,4.31,21.9,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.48,48
202119,OW,male,707,sex,19268,4927,3.67,25.57,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.509,50.9
202120,OW,male,1069,sex,19268,5996,5.55,31.12,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.521,52.1
202121,OW,male,593,sex,19268,6589,3.08,34.2,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.525,52.5
202122,OW,male,481,sex,19268,7070,2.5,36.69,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.573,57.3
202123,OW,male,226,sex,19268,7296,1.17,37.87,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.534,53.400000000000006
202124,OW,male,242,sex,19268,7538,1.26,39.12,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.53,53
202125,OW,male,528,sex,19268,8066,2.74,41.86,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.565,56.49999999999999
202126,OW,male,329,sex,19268,8395,1.71,43.57,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.555,55.50000000000001
202127,OW,male,145,sex,19268,8540,0.75,44.32,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.569,56.89999999999999
202128,OW,male,133,sex,19268,8673,0.69,45.01,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.52,52
202129,OW,male,149,sex,19268,8822,0.77,45.79,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.514,51.4
202130,OW,male,115,sex,19268,8937,0.6,46.38,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.509,50.9
202131,OW,male,46,sex,19268,8983,0.24,46.62,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.568,56.8
202132,OW,male,245,sex,19268,9228,1.27,47.89,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.572,57.199999999999996
202133,OW,male,189,sex,19268,9417,0.98,48.87,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.477,47.699999999999996
202134,OW,male,292,sex,19268,9709,1.52,50.39,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.5,50
202135,OW,male,373,sex,19268,10082,1.94,52.33,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.51,51
202136,OW,male,295,sex,19268,10377,1.53,53.86,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.533,53.300000000000004
202137,OW,male,265,sex,19268,10642,1.38,55.23,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.493,49.3
202138,OW,male,245,sex,19268,10887,1.27,56.5,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.521,52.1
202139,OW,male,237,sex,19268,11124,1.23,57.73,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.562,56.2
202140,OW,male,163,sex,19268,11287,0.85,58.58,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.526,52.6
202141,OW,male,206,sex,19268,11493,1.07,59.65,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.561,56.10000000000001
202142,OW,male,47,sex,19268,11540,0.24,59.89,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.5,50
202143,OW,male,10,sex,19268,11550,0.05,59.94,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.435,43.5
202052,OW,female,0,sex,18840,0,0,0,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,NA,NA
202053,OW,female,1,sex,18840,1,0.01,0.01,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,1,100
202101,OW,female,314,sex,18840,315,1.67,1.67,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.647,64.7
202102,OW,female,239,sex,18840,554,1.27,2.94,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.515,51.5
202103,OW,female,316,sex,18840,870,1.68,4.62,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.506,50.6
202104,OW,female,234,sex,18840,1104,1.24,5.86,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.534,53.400000000000006
202105,OW,female,53,sex,18840,1157,0.28,6.14,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.491,49.1
202106,OW,female,14,sex,18840,1171,0.07,6.22,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.538,53.800000000000004
202107,OW,female,62,sex,18840,1233,0.33,6.54,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.653,65.3
202108,OW,female,76,sex,18840,1309,0.4,6.95,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.76,76
202109,OW,female,291,sex,18840,1600,1.54,8.49,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.543,54.300000000000004
202110,OW,female,253,sex,18840,1853,1.34,9.84,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.516,51.6
202111,OW,female,292,sex,18840,2145,1.55,11.39,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.496,49.6
202112,OW,female,247,sex,18840,2392,1.31,12.7,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.559,55.900000000000006
202113,OW,female,295,sex,18840,2687,1.57,14.26,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.585,58.5
202114,OW,female,166,sex,18840,2853,0.88,15.14,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.511,51.1
202115,OW,female,172,sex,18840,3025,0.91,16.06,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.405,40.5
202116,OW,female,334,sex,18840,3359,1.77,17.83,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.503,50.3
202117,OW,female,474,sex,18840,3833,2.52,20.35,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.523,52.300000000000004
202118,OW,female,901,sex,18840,4734,4.78,25.13,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.52,52
202119,OW,female,681,sex,18840,5415,3.61,28.74,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.491,49.1
202120,OW,female,981,sex,18840,6396,5.21,33.95,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.479,47.9
202121,OW,female,536,sex,18840,6932,2.85,36.79,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.475,47.5
202122,OW,female,359,sex,18840,7291,1.91,38.7,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.427,42.699999999999996
202123,OW,female,197,sex,18840,7488,1.05,39.75,COVID19AtLeastOneDosePersons,2021-11-03_08-07-17,detailed,0.466,46.6
